prdtName,Brand,url,rating-info,price,ingredients,skin_type,amount,type
[DISNEY EDITION] INNISFREE Vita C Tone Up Sunscreen 50ml 1+1 Set,INNISFREE,https://global.oliveyoung.com/product/detail?prdtNo=GA250732098,4.8,US$26.50,"Water, Dibutyl Adipate, Propanediol, Butyloctyl Salicylate, Dicaprylyl Carbonate, Titanium Dioxide, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polysilicone-15, Niacinamide, Ethylhexyl Triazone, Polymethylsilsesquioxane, Glycerin, Titanium Dioxide (CI 77891), 1,2-Hexanediol, Pentylene Glycol, Acrylates Copolymer, Hydrogenated Polyisobutene, VP/Eicosene Copolymer, Stearyl Dimethicone, Cetyl Dimethicone, Methylpropanediol, Coco-Caprylate/Caprate, Polyglyceryl-2 Caprate, Polyhydroxystearic Acid, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sucrose Stearate, Polyacrylate Crosspolymer-6, Simmondsia Chinensis (Jojoba) Seed Oil, Stearic Acid, Ethylhexylglycerin, Hydroxypropyl Methylcellulose Stearoxy Ether, Alumina, Inulin Lauryl Carbamate, Glyceryl Caprylate, Iron Oxide Yellow, Xanthan Gum, Iron Oxide Red, Triethoxycaprylylsilane, Aluminum Hydroxide, Adenosine, Squalane, Polyether-1, Sodium Polyacrylate, Tocopherol, Methoxyphenylethenyl t-butylbenzoate, Biosaccharide Gum-1, Ascorbic Acid (0.1 PPM), Madecassoside, 3-O-Ethyl Ascorbic Acid (0.1 PPM), Butylene Glycol, Hydrolyzed Hyaluronic Acid, Dimethylsilanol Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate, Hyaluronic Acid, Potassium Hyaluronate, Sodium Hyaluronate Crosspolymer, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate Dimethylsilanol, Sodium Acetylated Hyaluronate",For all skin types,50ml+50ml,Face Sunscreen
LANEIGE Water Bank UV Barrier Sunscreen 50ml Set (+smart tok) (GGAMJA collabo),LANEIGE,https://global.oliveyoung.com/product/detail?prdtNo=GA250631432,5.0,US$26.40,"Water, Diethylhexyl Succinate, Propanediol, Drometrizole Trisiloxane Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Behenyl Alcohol, Methyl Trimethicone, Tromethamine, Sodium Polyacryloyldimethyl Taurate, Butylene Glycol, Polyacrylate Crosspolymer-6, C20-24 Alkyl Dimethicone, Arachidyl Alcohol, Caprylyl Glycol, Sodium Methyl Stearoyl Taurate, Ethylhexylglycerin, Arachidyl Glucoside, Fragrance, Allantoin, Hydrolyzed Hyaluronic Acid, Sodium Metaphosphate, (-)-alpha-bisabolol, Rubus Fruticosus (Blackberry) Fruit Extract, Fragaria Vesca (Strawberry) Leaf Extract, Tocopherol, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Hyaluronic Acid, Sodium Acetylated Hyaluronate",For all skin types,50mL(+Phone grip),Face Sunscreen
espoir Water Splash Sun Cream Tone Up Lasting 50ml,espoir,https://global.oliveyoung.com/product/detail?prdtNo=GA250128042,4.1,US$26.00,"Water,Zinc Oxide,Cyclohexasiloxane,Butyloctyl Salicylate,Propylheptyl Caprylate,Dicaprylyl Carbonate,Caprylyl Methicone,
Propanediol,Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone,Glycerin,Niacinamide,Disiloxane,Isododecane,
Titanium Dioxide,Disteardimonium Hectorite,Caprylic/Capric/Succinic Triglyceride,Avena Sativa (Oat) Kernel Extract,
Cynara Scolymus (Artichoke) Leaf Extract,Centella Asiatica Extract,Agave Tequilana Leaf Extract,Sodium Hyaluronate,Camellia Sinensis Leaf Water,Hydrogenated Lecithin,Melaleuca Alternifolia (Tea Tree) Leaf Water,
Triethoxycaprylylsilane,Magnesium Sulfate,Polyglyceryl-2 Dipolyhydroxystearate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone,
1,2-Hexanediol,Methyl Methacrylate Crosspolymer,Dimethicone/Vinyl Dimethicone Crosspolymer,
Dimethiconol,Trisiloxane,Methylpropanediol,Glyceryl Caprylate,Caprylyl Glycol,Aluminum Hydroxide,Ethylhexylglycerin,
Adenosine,Polyquaternium-51,Beta-Glucan,Tocopherol,Allantoin,Butylene Glycol,Ultramarines",For all skin types,50ml,Face Sunscreen
VT PDRN Essence Glow Sun Pact,VT,https://global.oliveyoung.com/product/detail?prdtNo=GA250329473,4.0,US$25.90,"Water, Ethylhexyl Palmitate, Butylene Glycol, Ethylhexyl Methoxycinnamate, Zinc Oxide, Ceresin, Octyldodecanol, Ethylhexyl Salicylate, Titanium Dioxide, Octocrylene, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Microcrystalline Wax, Caprylyl Glycol, Aluminum Hydroxide, Mica, Stearic Acid, Fragrance, Cetyl PEG/PPG-10/1 Dimethicone, Hydrogen Dimethicone, 1,2-Hexanediol, Ethylhexylglycerin, Glycerin, Oil Soluble Licorice(Glycyrrhiza) Extract, Adenosine, Triethoxycaprylylsilane, Chromium Oxide Greens, Hydrolyzed Gardenia Florida Extract, Hydrolyzed Malt Extract, Hydrolyzed Viola Tricolor Extract, Ultramarines, Agave Tequilana Leaf Extract, Portulaca Oleracea Extract, Kaolin, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Panax Ginseng Root Extract, Lavandula Angustifolia (Lavender) Flower Extract, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Polyglyceryl-10 Oleate, Sodium DNA, Melaleuca Alternifolia (Tea Tree) Flower/Leaf/Stem Extract, Centella Asiatica Extract, Sodium Ascorbyl Phosphate, Disodium EDTA, Copper Tripeptide-1, Palmitoyl Pentapeptide-4, Acetyl Hexapeptide-8, Palmitoyl Tripeptide-1",For all skin types,10g,Face Sunscreen
Dr.G Red Blemish Soothing Up Sun Stick 21g,Dr.G,https://global.oliveyoung.com/product/detail?prdtNo=GA230217720,4.5,US$14.38,"Water, Coco-Caprylate/Caprate, Dibutyl Adipate, Synthetic Wax, Butyloctyl Salicylate, Diethylhexyl 2,6-Naphthalate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Vinyl Dimethicone, Ethylhexyl Triazone, Niacinamide, Microcrystalline Wax, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polysilicone-15, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dipropylene Glycol, Centella Asiatica Extract, Centella Asiatica Root Extract, Centella Asiatica Leaf Extract, Pinus Pinaster Bark Extract, Caesalpinia Spinosa Fruit Extract, Prunus Mume Fruit Extract, Malus Domestica Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Kappaphycus Alvarezii Extract, Buddleja Officinalis Flower Extract, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Glyceryl Caprylate, Sodium Chloride, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Butylene Glycol, Ethylhexylglycerin, Adenosine, 1,2-Hexanediol, Saccharomyces Ferment, Asiaticoside, Madecassoside, Tocopherol, Propanediol, Octadecane, Lactic Acid/Glycolic Acid Copolymer, Madecassic Acid, Asiatic Acid, Xanthan Gum, Caprylyl Glycol",For all skin types,21g,Face Sunscreen
Dr.G Black Snail Glutathione Tone Up Sun 50mL,Dr.G,https://global.oliveyoung.com/product/detail?prdtNo=GA230920315,4.5,US$24.63,"Water, Propanediol, Phenethyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Titanium Dioxide (CI 77891), Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butyloctyl Salicylate, C12-15 Alkyl Benzoate, Dipropylene Glycol, Niacinamide, Isononyl Isononanoate, Snail Secretion Filtrate (3,000,000ppb), Caesalpinia Spinosa Fruit Extract, Buddleja Officinalis Flower Extract, Nelumbium Speciosum Flower Extract, Nymphaea Alba Flower Extract, Prunus Serrulata Flower Extract, Rosa Hybrid Flower Extract, Kappaphycus Alvarezii Extract, Sodium Hyaluronate, Pinus Pinaster Bark Extract, Ethylhexyl Triazone, Pentylene Glycol, Polyglyceryl-3 Methylglucose Distearate, Polysilicone-15, Silica, 1,2-Hexanediol, Poly C10-30 Alkyl Acrylate, Potassium Cetyl Phosphate, Stearic Acid, Palmitic Acid, Glyceryl Stearate, Hydroxyacetophenone, Aluminum Hydroxide, Polyhydroxystearic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Isododecane, Octyldodecanol, Tromethamine, Hydrogenated Lecithin, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Dipotassium Glycyrrhizate, Polyglyceryl-2 Dipolyhydroxystearate, Polyglyceryl-4 Isostearate, Adenosine, Isopropyl Titanium Triisostearate, Sodium Polyacrylate, Sorbitan Isostearate, Butylene Glycol, Glycerin, Glyceryl Oleate, Caprylic/Capric Triglyceride, Lauryl Glucoside, Myristyl Glucoside, Polyglyceryl-6 Laurate, Tocopherol, Linolenic Acid, Polyglyceryl-10 Oleate, Polyglyceryl-10 Stearate, Ethylhexylglycerin, Glutathione (100ppb), Aluminum/Magnesium Hydroxide Stearate, Sodium Stearoyl Glutamate, 7-Dehydrocholesterol, Calcium Chloride, Palmitoyl Pentapeptide-4, Cetearyl Alcohol, C12-16 Alcohol, Disodium EDTA, Xanthan Gum, Potassium Sorbate, Fragrance, Iron Oxide Yellow (CI 77492), Iron Oxide Red (CI 77491)",For all skin types,50ml,Face Sunscreen
[DISNEY EDITION] INNISFREE Green Tea Hyaluronic Sun Serum 50ml 1+1 Set,INNISFREE,https://global.oliveyoung.com/product/detail?prdtNo=GA250732097,5.0,US$24.01,"Water, Diethylhexyl Succinate, Propanediol, Drometrizole Trisiloxane, Ethylhexyl Triazone, Niacinamide, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Behenyl Alcohol, Tromethamine, Sodium Polyacryloyldimethyl Taurate, Phenyl Trimethicone, Caprylyl Methicone, Polyacrylate Crosspolymer-6, Arachidyl Alcohol, Hyaluronic Acid (2,202 ppm), Potassium Cetyl Phosphate, Butylene Glycol, Lactobacillus Ferment Lysate, Ethylhexylglycerin, Caprylyl Glycol, Panthenol, Arachidyl Glucoside, Adenosine, Glycerin, Sodium Hyaluronate (260 ppm), Allantoin, Sodium Metaphosphate, Madecassoside, Ceramide NP, Glyceryl Oleate, Tocopherol, Lecithin, Lauryl Glucoside, Polyglyceryl-6 Laurate, Myristyl Glucoside, Hydrolyzed Hyaluronic Acid (10 ppm), Camellia Sinensis Leaf Extract (8 ppm), Sodium Hyaluronate Crosspolymer (4 ppm), Xanthan Gum, Sodium Acetylated Hyaluronate (0.2 ppm), Acetyl Tetrapeptide-2",For all skin types,50ml+50ml,Face Sunscreen
Haruharu wonder Black Rice Moisture Airy Fit Daily Sunscreen 50mL,Haruharu wonder,https://global.oliveyoung.com/product/detail?prdtNo=GA230619154,4.7,US$24.00,"Water, Dibutyl Adipate, Propanediol, Butyloctyl Salicylate, Ethylhexyl Triazone, Terephthalylidene Dicamphor Sulfonic Acid, Glycerin, Niacinamide, Tromethamine, Polyglyceryl-3 Distearate, 1,2-Hexanediol, Pentylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Cetearyl Alcohol, Caprylyl Methicone, Polysilicone-15, Stellaria Media (Chickweed) Extract, Helianthus Annuus (Sunflower) Flower Extract, Vaccinium Vitis-Idaea Fruit Extract, Oryza Sativa (Rice) Extract (50ppm), Bellis Perennis (Daisy) Flower Extract, Houttuynia Cordata Extract, Oryza Sativa (Rice) Bran Oil (9,950ppm), Hydrogenated Lecithin, Polymethylsilsesquioxane, Palmitic Acid, Butylene Glycol, Stearic Acid, Glyceryl Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Potassium Cetyl Phosphate, Poly C10-30 Alkyl Acrylate, Methylpropanediol, Carbomer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Stearate Citrate, Ethylhexylglycerin, Adenosine, Polyether-1, Myristic Acid, Biosaccharide Gum-1, Tocopherol, Moringa Oleifera Seed Oil, Ceramide NP, Phytosphingosine, Phenethyl Alcohol, Sodium Chloride, Disodium Phosphate, Potassium Chloride, Potassium Phosphate",For all skin types,50,Face Sunscreen
Cell Fusion C Derma Relief Sunscreen 100 SPF50+/PA++++ 50ml (+20ml),Cell Fusion C,https://global.oliveyoung.com/product/detail?prdtNo=GA240825009,,US$23.48,"Purified Water, Zinc Oxide, Propylheptyl Caprylate, C12-15 Alkyl Benzoate, Butylene Glycol, Disiloxane, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Isododecane, Isotridecyl Isononanoate, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Calendula Officinalis Flower Extract, Disteardimonium Hectorite, Magnesium Sulfate, Triethoxycaprylylsilane, Methyl Methacrylate Crosspolymer, 1,2-Hexanediol, Polyhydroxystearic Acid, Glyceryl Caprylate, Dipotassium Glycyrrhizate, Caprylyl Glycol, Polymethylsilsesquioxane, Ethylhexylglycerin, Tocopherol, Fragrance",For all skin types,50ml + 20ml Gift,Face Sunscreen
Dr.G Pore Blur Up Sun 50mL Special Set (+20mL),Dr.G,https://global.oliveyoung.com/product/detail?prdtNo=GA240222105,4.6,US$23.18,"Water, Propanediol, Dibutyl Adipate, Ethylhexyl Triazone, Diisopropyl Sebacate, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Niacinamide, Drometrizole Trisiloxane Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Polymethylsilsesquioxane, Titanium Dioxide, Caprylyl Methicone, Butylene Glycol, 1,2-Hexanediol, Pentylene Glycol, Avena Sativa (Oat) Kernel Extract, Cynara Scolymus (Artichoke) Leaf Extract, Caesalpinia Spinosa Fruit Extract, Kappaphycus Alvarezii Extract, Buddleja Officinalis Flower Extract, Enantia Chlorantha Bark Extract, Pinus Pinaster Bark Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Ulmus Davidiana Root Extract, Pinus Palustris Leaf Extract, Pueraria Lobata Root Extract, Camellia Sinensis Leaf Water, Hydrogenated Lecithin, Sodium Hyaluronate, Behenyl Alcohol, Polyglyceryl-3 Methylglucose Distearate, Coco-Caprylate/Caprate, Dimethicone/Vinyl Dimethicone Crosspolymer, Decyl Glucoside, Polyglyceryl-6 Distearate, Jojoba Esters, VP/Eicosene Copolymer, Tromethamine, Dimethiconol, Trisiloxane, Dicaprylyl Carbonate, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters Carbomer, Polyhydroxystearic Acid, Helianthus Annuus (Sunflower) Seed Wax, Glycerin, Methylpropanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Adenosine, Aluminum Hydroxide, Triethoxycaprylylsilane, Cyanocobalamin, Kaolin, Polyglycerin-3, Acacia Decurrens Flower Wax, Xanthan Gum, Polyquaternium-51, Beta-Glucan, Tocopherol, 7-Dehydrocholesterol, Bakuchiol, Dimethylsilanol Hyaluronate, Hydrolyzed Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Potassium Hyaluronate, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate Dimethylsilanol, Sodium Acetylated Hyaluronate, Oleanolic Acid, Ultramarines",For all skin types.,50mL+20mL (Free Gift),Face Sunscreen
Cell Fusion C Advanced Clear Sunscreen 100 Twin Pack SPF50+/PA++++ (35ml + 35ml),Cell Fusion C,https://global.oliveyoung.com/product/detail?prdtNo=GA210610841,4.5,US$23.10,"Water, Dibutyl Adipate, Propanediol, Titanium Dioxide, Caprylic/Capric Triglyceride, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Niacinamide, Methyl Trimethicone, Glycerine, Diethylhexyl Butamido Triazone, 1,2-Hexanediol, Pentylene Glycol, Ficus Carica (Fig) Fruit Extract, Centella Asiatica Extract, Gaultheria Procumbens (Wintergreen) Leaf Extract, Epilobium Fleischeri Extract Enantia Chlorantha Bark Extract, Pelargonium Graveolens Flower Oil, Salvia Officinalis (Sage) Oil, Pogostemon Cablin Oil, Sodium Hyaluronate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Hydrogenated Lecithin, Dimethicone/Vinyl Dimethicone Crosspolymer Polyhydroxystearic Acid, VP/Eicosene Copolymer Dimethiconol, Trisiloxane, Stearic Acid, Sodium Polyacryloyldimethyl Taurate, Dicaprylyl Carbonate, Ammonium Polyacryloyldimethyl Taurate, Alumina, Hydroxypropyl Methylcellulose Stearoxy Ether, Xanthan Gum, Ethylhexylglycerin, Adenosine, Sodium Polyacrylate, Butylene Glycol, PVM/MA Copolymer, t-Butyl Alcohol, Polyether-1, Triethoxycaprylylsilane, Beta-Glucan, Ceramide NP, Tocopherol, Sodium Acrylates Crosspolymer-2, Mentha Arvensis Powder Polymethylsilsesquioxane, Sodium Acrylate/Vinyl Alcohol Copolymer, Citric Acid, Sodium Acrylic Acid/MA Copolymer, Caprylyl Glycol, Oleanolic Acid, Potassium Sorbate, Iron Oxide Yellow, Iron Oxide Red, Iron Oxide Black, Citronellol, Geraniol, Linalool, Limonene",For all skin types,[ Main Item ] 35ml*2ea,Face Sunscreen
[GANADI EDITION] Torriden Dive-In Moisture Sun Cream 60ml 1+1 Set,Torriden,https://global.oliveyoung.com/product/detail?prdtNo=GA250732234,4.0,US$23.08,"Water, Isononyl Isononanoate, Propanediol, Butyloctyl Salicylate, Ethylhexyl Triazone, Dibutyl Adipate, Polymethylsilsesquioxane, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Niacinamide, Drometrizole Trisiloxane, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, 1,2-Hexanediol, Pentylene Glycol, Panthenol (5,025ppm), Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate, Dimethylsilanol Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate Dimethylsilanol, Allantoin, Glycerin, Adenosine, Ceramide NP, Tocopherol, Trehalose, Butylene Glycol, Polyglyceryl-3 Methylglucose Distearate, Behenyl Alcohol, Decyl Glucoside, Caprylyl Methicone, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Carbomer, Simmondsia Chinensis (Jojoba) Seed Oil, Glycereth-26 Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyglyceryl-6 Distearate, Polyacrylate Crosspolymer-6, Trimethylsiloxysilicate, Ethylhexylglycerin, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Sodium Stearoyl Glutamate, Dextrin, Tromethamine, Xanthan Gum, Gardenia Florida Fruit Extract, Camellia Sinensis Leaf Extract, Hamamelis Virginiana (Witch Hazel) Extract, Portulaca Oleracea Extract, Anthemis Nobilis Flower Extract, Malachite Extract",For all skin types,60 ml / 2.02 fl.oz.,Face Sunscreen
AHC Masters Aqua Rich Sun Cream 1+1 Duo Set (Collaboration with Pak Seri),AHC,https://global.oliveyoung.com/product/detail?prdtNo=GA210610868,4.9,US$22.40,"Water, Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Niacinamide, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerine, Butylene Glycol, 1,2-Hexanediol, Hippophae Rhamnoides Fruit Extract, Daucus Carota Sativa (Carrot) Root Extract, Rosa Canina Fruit Extract, Malus Domestica Fruit Extract, Aloe Ferox Leaf Extract Artemisia Capillaris Extract Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Prunus Armeniaca (Apricot) Juice Hydrogenated Lecithin, Pentylene Glycol, Behenyl Alcohol, Behenyl Alcohol, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylate/C10-30 Alkyl Acrylate Crosspolymer , Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6 Ethylhexylglycerin, Adenosine, Xanthan Gum, t-Butyl Alcohol, Tocopherol, Ascorbic Acid, Moringa Oleifera Seed Oil, Ceramide NP, Phytosphingosine",For all skin types,30ML 2EA,Face Sunscreen
Shingmulnara Soft Face & Body Sun Stick 30g 1+1 Set,Shingmulnara,https://global.oliveyoung.com/product/detail?prdtNo=GA250229054,4.8,US$22.27,"Butylene Glycol Dicaprylate/Dicaprate, Polyethylene, Dimethicone, Octocrylene, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Silica, Methyl Methacrylate Crosspolymer, Ethylhexyl Methoxycinnamate, Cetyl Ethylhexanoate, Dicaprylyl Carbonate, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Tocopheryl Acetate, Ozokerite, (-)-alpha-bisabolol, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Tocopherol, Water, Butylene Glycol, Oxygen, 1,2-Hexanediol, Fragrance, Dehydroacetic Acid, Ethylhexylglycerin",■ For all skin types,■ 30gX2,Face Sunscreen
bewants Skin Fit Essence Moisture Sunscreen 50ml,bewants,https://global.oliveyoung.com/product/detail?prdtNo=GA250732230,5.0,US$10.99,"Water, Propanediol, Dibutyl Adipate, Polymethylsilsesquioxane, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butyloctyl Salicylate, Ethylhexyl Triazone, Niacinamide, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/Caprate, Diethylhexyl Butamido Triazone, Glycerin, Butylene Glycol, 1,2-Hexanediol, Caprylyl Methicone, Glycine Soja (Soybean) Seed Extract, Trifolium Pratense (Clover) Extract, Gossypium Herbaceum (Cotton) Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sodium Hyaluronate, Hydrogenated Lecithin, Pentylene Glycol, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Adenosine, Xanthan Gum, Tocopherol, Betulin, Hydrolyzed Sodium Hyaluronate, Methylpropanediol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Tetrahydropiperine, Phloretin, Glycoproteins, Arginine, Potassium Cetyl Phosphate, Limonene, Linalool, Citral",For all skin types,50ml,Face Sunscreen
[DISNEY EDITION] goodal Heartleaf Calming Tone Up Sun Cream 50ml 1+1 Set,goodal,https://global.oliveyoung.com/product/detail?prdtNo=GA250530810,4.9,US$21.15,"Water, Dibutyl Adipate, Dipropylene Glycol, Titanium Dioxide (CI 77891), Propanediol, Isononyl Isononanoate, Coco-Caprylate/Caprate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Diisopropyl Sebacate, Methyl Trimethicone, Niacinamide, 1,2-Hexanediol, Houttuynia Cordata Extract (100ppm), Cedrus Atlantica Bark Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Olea Europaea (Olive) Fruit Oil, Artemisia Vulgaris Oil, Salvia Sclarea (Clary) Oil, Juniperus Communis Fruit Oil, Ferula Galbaniflua (Galbanum) Resin Oil, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Pentylene Glycol, Polysilicone-15, Terephthalylidene Dicamphor Sulfonic Acid, Potassium Cetyl Phosphate, Sodium Polyacryloyldimethyl Taurate, Polyhydroxystearic Acid, Tromethamine, Aluminum Hydroxide, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Stearic Acid, Isododecane, Octyldodecanol, Ammonium Polyacryloyldimethyl Taurate, Polyglyceryl-4 Isostearate, Polyglyceryl-2 Dipolyhydroxystearate, Ethylhexylglycerin, Adenosine, Isopropyl Titanium Triisostearate, Sodium Polyacrylate, Butylene Glycol, Hydroxypropyl Methylcellulose Stearoxy Ether, Erythritol, Sorbitol, Tocopherol, Panthenol, Glutathione, Dimethylsilanol Hyaluronate, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate Dimethylsilanol, Sodium Acetylated Hyaluronate, Behenyl Alcohol, Disodium EDTA, Iron Oxide Yellow (CI 77492), Iron Oxide Red (CI 77491)",For all skin types,50ml*2ea,Face Sunscreen
KAHI Airy Fit Sun Stick 14g,KAHI,https://global.oliveyoung.com/product/detail?prdtNo=GA240724465,4.6,US$21.08,"Methyl Methacrylate Crosspolymer, Polyethylene,Caprylyl Methicone, Ethylhexyl Palmitate, Isopropyl Palmitate, Coco-Caprylate/Caprate, Dicaprylyl Carbonate, Synthetic Fluorphlogopite, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ozokerite, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Ethylhexyl Triazone, Tocopheryl Acetate, Vinyl Dimethicone, Polysilicone-15, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Water, Nasturtium Officinale Extract, Portulaca Oleracea Extract, Glyceryl Caprylate, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Triethoxycaprylylsilane, (-)-alpha-bisabolol, Poloxamer 188, Tocopherol, Hydroxypropyl Methylcellulose Stearoxy Ether, Titanium Dioxide, Methylpropanediol, Aluminum Hydroxide, Dextrin Palmitate, Isopropyl Titanium Triisostearate, Fragrance",For all skin types,14g,Face Sunscreen
